id,pid,deep,name,ext_name
712518,7125,2,绿岛,绿岛乡
712519,7125,2,兰屿,兰屿乡
712520,7125,2,延平,延平乡
712521,7125,2,卑南,卑南乡
712522,7125,2,鹿野,鹿野乡
712523,7125,2,关山,关山镇
712524,7125,2,海端,海端乡
712525,7125,2,池上,池上乡
712526,7125,2,东河,东河乡
712527,7125,2,成功,成功镇
712528,7125,2,长滨,长滨乡
712529,7125,2,金峰,金峰乡
712530,7125,2,大武,大武乡
712531,7125,2,达仁,达仁乡
712532,7125,2,太麻里,太麻里乡
7126,71,1,花莲,花莲县
712615,7126,2,花莲市,花莲市
712616,7126,2,新城,新城乡
712618,7126,2,秀林,秀林乡
712619,7126,2,吉安,吉安乡
712620,7126,2,寿丰,寿丰乡
712621,7126,2,凤林,凤林镇
712622,7126,2,光复,光复乡
712623,7126,2,丰滨,丰滨乡
712624,7126,2,瑞穗,瑞穗乡
712625,7126,2,万荣,万荣乡
712626,7126,2,玉里,玉里镇
712627,7126,2,卓溪,卓溪乡
712628,7126,2,富里,富里乡
7127,71,1,澎湖,澎湖县
712707,7127,2,马公,马公市
712708,7127,2,西屿,西屿乡
712709,7127,2,望安,望安乡
712710,7127,2,七美,七美乡
712711,7127,2,白沙,白沙乡
712712,7127,2,湖西,湖西乡
81,0,0,香港,香港特别行政区
8100,81,1,香港,香港特别行政区
810000,8100,2,香港,香港特别行政区
82,0,0,澳门,澳门特别行政区
8200,82,1,澳门,澳门特别行政区
820000,8200,2,澳门,澳门特别行政区
